date,time,lat,lon,dist,aot_868,angstrom,Rrs_411,Rrs_445,Rrs_489,Rrs_556,Rrs_667,chlor_a,chl_ocx,Kd_490,pic,poc,par,l2_flags
2017-12-01,13:06:00.193Z,37.668537,-0.80666703,0.0034951335,--,--,--,--,--,--,--,--,--,--,--,--,--,1073741889
2017-12-02,12:42:01.331Z,37.665684,-0.8134489,0.0040791035,--,--,--,--,--,--,--,--,--,--,--,--,--,1074790465
2017-12-03,14:00:01.531Z,37.66398,-0.80497307,0.0050756033,--,--,--,--,--,--,--,--,--,--,--,--,20.105999,1610612833
2017-12-04,12:00:00.927Z,37.661407,-0.81193864,0.0055866777,--,--,--,--,--,--,--,--,--,--,--,--,--,1073741858
2017-12-05,13:18:01.125Z,37.665226,-0.80666846,0.0030041668,--,--,--,--,--,--,--,--,--,--,--,--,20.682,1610612801
2017-12-06,13:00:01.367Z,37.669125,-0.80628544,0.0041626655,--,--,--,--,--,--,--,--,--,--,--,--,20.665997,1610612801
2017-12-07,12:36:00.720Z,37.6641,-0.80703145,0.0033256991,--,--,--,--,--,--,--,--,--,--,--,--,--,1073741826
2017-12-08,13:54:00.919Z,37.663616,-0.80693996,0.0037378692,--,--,--,--,--,--,--,--,--,--,--,--,--,1073741858
2017-12-09,11:54:00.314Z,37.663857,-0.8063461,0.0040006163,--,--,--,--,--,--,--,--,--,--,--,--,--,1073741858
2017-12-10,13:12:00.513Z,37.66655,-0.81308466,0.0036543505,--,--,--,--,--,--,--,--,--,--,--,--,20.115997,1610612801
2017-12-11,12:54:00.757Z,37.664906,-0.8129915,0.0038596115,--,--,--,--,--,--,--,--,--,--,--,--,--,1073741889
2017-12-12,12:30:00.111Z,37.667686,-0.80544543,0.004189995,--,--,--,--,--,--,--,--,--,--,--,--,--,1073741889
2017-12-16,12:48:00.190Z,37.666115,-0.8106696,0.0012689339,--,--,--,--,--,--,--,--,--,--,--,--,20.411999,1610613312
2017-12-17,12:30:00.448Z,37.671043,-0.8061505,0.005685926,0.0365,0.38260007,0.002022002,0.003605999,0.0054440014,0.009158,0.0037400015,7.315914,7.315914,0.4854,--,532.6001,20.307999,1610615104
2017-12-18,12:12:00.707Z,37.663166,-0.811085,0.0036321166,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742082
2017-12-19,13:30:00.923Z,37.66983,-0.81365263,0.0054372153,--,--,--,--,--,--,--,--,--,--,--,--,5.787998,1073742400
2017-12-20,13:12:01.182Z,37.668102,-0.81049615,0.0020060346,--,--,--,--,--,--,--,--,--,--,--,--,20.303997,1073742400
2017-12-21,12:48:00.551Z,37.666187,-0.81288683,0.0034600939,--,--,--,--,--,--,--,--,--,--,--,--,18.777996,1073742400
2017-12-22,12:30:00.809Z,37.66166,-0.81238884,0.0055873413,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742082
2017-12-23,12:12:01.067Z,37.66282,-0.80772406,0.003968926,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742082
2017-12-24,11:54:01.326Z,37.66635,-0.8086588,0.0007761483,--,--,--,--,--,--,--,--,--,--,--,--,19.651997,1610613344
2017-12-25,13:12:01.542Z,37.663506,-0.81340086,0.004911652,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742338
2017-12-26,12:54:00.016Z,37.66676,-0.80658233,0.0028734708,0.2234,0.104799986,0.0047520027,0.006522,0.007352002,0.0111500025,0.005066,5.284539,5.284539,0.3642,0.006963998,353.7998,20.376,2368
2017-12-27,12:36:00.276Z,37.66806,-0.8130578,0.0039862446,--,--,--,--,--,--,--,--,--,--,--,--,6.9579964,1073742400
2017-12-28,13:54:00.493Z,37.665882,-0.80477947,0.0046826988,--,--,--,--,--,--,--,--,--,--,--,--,20.369999,1610613344
2017-12-29,13:36:00.753Z,37.66362,-0.8096053,0.0027862259,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742082
2018-01-01,12:42:00.046Z,37.667202,-0.81477296,0.0053993803,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742082
2018-01-02,12:24:00.302Z,37.669556,-0.8124539,0.0043676547,--,--,--,--,--,--,--,--,--,--,--,--,20.82,1610613312
2018-01-04,13:24:00.775Z,37.663464,-0.80999744,0.0029909927,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742082
2018-01-08,13:48:01.772Z,37.6612,-0.8058398,0.006320427,--,--,--,--,--,--,--,--,--,--,--,--,21.435997,1073742432
2018-01-14,11:54:00.634Z,37.665432,-0.80921566,0.0009930832,--,--,--,--,--,--,--,--,--,--,--,--,9.515999,1073742432
2018-01-17,12:42:00.477Z,37.668583,-0.8136682,0.004763939,--,--,--,--,--,--,--,--,--,--,--,--,23.259998,1610613312
2018-01-19,12:06:00.998Z,37.66162,-0.8100337,0.004817369,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177570
2018-01-20,13:24:01.215Z,37.670612,-0.80702627,0.004850785,--,--,--,--,--,--,--,--,--,--,--,--,17.551998,1073742400
2018-01-21,13:06:01.476Z,37.66625,-0.81186175,0.0024332015,--,--,--,--,--,--,--,--,--,--,--,--,24.039997,1073742400
2018-01-22,12:48:01.742Z,37.66298,-0.80922544,0.0034280934,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742082
2018-01-23,12:30:00.220Z,37.667404,-0.80497843,0.004566483,0.0539,-0.08850002,0.0011840016,0.0029160008,0.00392,0.0065140016,0.002505999,7.0291295,7.0291295,0.4682,--,466.3999,24.539997,1610615104
2018-01-24,12:12:00.480Z,37.666046,-0.8111579,0.0017606538,--,--,--,--,--,--,--,--,--,--,--,--,23.897999,1610613312
2018-01-25,13:30:00.703Z,37.665123,-0.8093651,0.0012797447,--,--,--,--,--,--,--,--,--,--,--,--,20.219997,1073742400
2018-01-26,13:12:00.969Z,37.667984,-0.8047301,0.0049625114,--,--,--,--,--,--,--,--,--,--,--,--,17.143997,1073742400
2018-01-27,12:54:01.238Z,37.66526,-0.8068083,0.002862138,0.1337,-0.028699875,0.0074120015,0.010754,0.014472,0.022334,0.015512001,5.574591,5.574591,0.3814,--,432.6001,24.924,1073744192
2018-01-28,12:36:01.505Z,37.669285,-0.8041719,0.005999958,--,--,--,--,--,--,--,--,--,--,--,--,23.387997,1073742400
2018-01-29,12:18:01.772Z,37.666965,-0.8114753,0.0021185484,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177601
2018-01-30,11:54:01.147Z,37.664806,-0.8102391,0.0017865549,--,--,--,--,--,--,--,--,--,--,--,--,20.251999,1073742432
2018-01-31,13:18:00.478Z,37.667946,-0.8127163,0.0036283236,--,--,--,--,--,--,--,--,--,--,--,--,25.047997,1073742400
2018-02-01,13:00:00.740Z,37.666397,-0.8078788,0.0015545534,--,--,--,--,--,--,--,--,--,--,--,--,25.855999,1073742400
2018-02-03,12:24:01.387Z,37.664963,-0.80363005,0.0059788283,--,--,--,--,--,--,--,--,--,--,--,--,26.823997,1610613312
2018-02-04,12:06:01.653Z,37.66962,-0.8136369,0.00529488,--,--,--,--,--,--,--,--,--,--,--,--,10.843998,1073742432
2018-02-05,13:24:00.088Z,37.665604,-0.8105378,0.0013621693,--,--,--,--,--,--,--,--,--,--,--,--,9.639996,1073742400
2018-02-06,13:06:00.352Z,37.665607,-0.80778843,0.0018262806,--,--,--,--,--,--,--,--,--,--,--,--,28.339996,1073742400
2018-02-07,12:48:00.616Z,37.667324,-0.80564064,0.0039034365,0.0526,0.15300012,0.0051660016,0.008484002,0.011399999,0.019426001,0.008930001,7.6246467,7.6246467,0.504,--,478.6001,28.893997,1073744192
2018-02-08,12:30:00.879Z,37.667126,-0.8092258,0.000753922,--,--,--,--,--,--,--,--,--,--,--,--,28.845997,1610613312
2018-02-09,12:12:01.141Z,37.66482,-0.8106482,0.0019924932,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177601
2018-02-10,11:48:00.511Z,37.667095,-0.8047783,0.004706552,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177633
2018-02-11,13:12:01.621Z,37.669792,-0.80851907,0.0035123473,0.0629,0.27139997,0.0025020018,0.00454,0.007120002,0.013018001,0.004457999,9.613242,9.613242,0.6256,--,604.0,30.179996,1073744192
2018-02-12,12:54:00.096Z,37.66578,-0.80561006,0.0038735128,--,--,--,--,--,--,--,--,--,--,--,--,5.741997,1073742400
2018-02-13,12:36:00.356Z,37.665688,-0.80708516,0.0024541467,--,--,--,--,--,--,--,--,--,--,--,--,30.467999,1073742400
2018-02-14,13:54:00.575Z,37.671886,-0.8087447,0.0055285874,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177633
2018-02-15,11:54:01.775Z,37.66432,-0.8047087,0.005161815,--,--,--,--,--,--,--,--,--,--,--,--,31.733997,1610613344
