date,time,lat,lon,dist,aot_862,angstrom,Rrs_410,Rrs_443,Rrs_486,Rrs_551,Rrs_671,chlor_a,chl_ocx,Kd_490,pic,poc,par,l2_flags
2016-01-01,12:00:00.747Z,37.695427,-0.80780643,0.0034210638,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177633
2016-01-02,13:18:01.567Z,37.694286,-0.8129348,0.002197268,0.0953,0.48160005,-0.0012839995,0.0009960011,0.0036020018,0.008754,0.0023020022,26.182858,26.182858,1.7468,--,--,18.909996,1073744192
2016-01-03,13:00:01.108Z,37.6941,-0.81240106,0.0019570799,--,--,--,--,--,--,--,--,--,--,--,--,16.317997,1073742400
2016-01-04,12:42:00.646Z,37.694942,-0.8127491,0.0016893011,--,--,--,--,--,--,--,--,--,--,--,--,3.9679985,1074790976
2016-01-05,12:24:00.186Z,37.69617,-0.808423,0.0028429232,--,--,--,--,--,--,--,--,--,--,--,--,19.441998,1610613312
2016-01-06,12:06:01.506Z,37.698505,-0.81044686,0.0029488069,--,--,--,--,--,--,--,--,--,--,--,--,7.6259956,1073742432
2016-01-07,13:24:00.544Z,37.69376,-0.81480825,0.004060484,--,--,--,--,--,--,--,--,--,--,--,--,18.817997,1073742400
2016-01-08,13:06:00.086Z,37.69392,-0.80921316,0.0026554763,0.051599998,0.3275001,7.200241e-05,0.0012839995,0.0028339997,0.006670002,0.0016859993,23.258429,23.258429,1.5353999,--,--,19.691998,1073744192
2016-01-09,12:48:01.404Z,37.69356,-0.8099723,0.0024408356,0.041699998,0.8299,0.0005079992,0.0014040023,0.0027640015,0.006255999,0.0015540011,20.20056,20.20056,1.3204,--,946.3999,19.781998,1610615104
2016-01-10,12:30:00.939Z,37.698917,-0.8113497,0.003260349,--,--,--,--,--,--,--,--,--,--,--,--,15.2439995,1073742400
2016-01-11,12:12:00.477Z,37.696915,-0.8107866,0.0013276201,--,--,--,--,--,--,--,--,--,--,--,--,19.202,1610613312
2016-01-12,11:54:00.010Z,37.699665,-0.8158183,0.0060985135,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177633
2016-01-13,13:12:00.817Z,37.697075,-0.8063338,0.0050866404,--,--,--,--,--,--,--,--,--,--,--,--,20.421997,1073742400
2016-01-14,12:54:00.349Z,37.69849,-0.80868846,0.0037971416,--,--,--,--,--,--,--,--,--,--,--,--,19.277996,1073742400
2016-01-15,12:36:01.663Z,37.699486,-0.8100985,0.003986991,--,--,--,--,--,--,--,--,--,--,--,--,2.409996,1073742400
2016-01-16,12:18:01.199Z,37.69642,-0.8112389,0.00075937033,0.0309,0.6809001,0.00012800097,0.001343999,0.0029800013,0.0064480007,0.0019160025,17.172535,17.172535,1.1136,--,--,20.999996,1610615104
2016-01-17,12:00:00.733Z,37.691494,-0.8092572,0.0046047266,--,--,--,--,--,--,--,--,--,--,--,--,21.223999,1610613344
2016-01-18,13:18:01.537Z,37.698696,-0.8068402,0.0053291083,0.21759999,-0.15429997,-0.003858,-0.0018419996,0.0007760003,0.0063120015,-2.199784e-05,--,--,--,--,--,21.301998,1078493508
2016-01-19,13:00:01.067Z,37.695538,-0.8122983,0.0010856098,--,--,--,--,--,--,--,--,--,--,--,--,20.599998,1073742400
2016-01-20,12:42:00.598Z,37.699314,-0.8066526,0.0058491384,--,--,--,--,--,--,--,--,--,--,--,--,20.095997,1073742400
2016-01-21,12:24:00.127Z,37.692776,-0.8074203,0.004769834,0.1152,0.17840004,-0.0003919974,0.0012640022,0.0031860024,0.007162001,0.0019019991,19.673765,19.673765,1.2838,--,--,22.095997,1610615104
2016-01-22,12:06:01.431Z,37.696217,-0.8124695,0.0013683793,--,--,--,--,--,--,--,--,--,--,--,--,20.466,1610613344
2016-01-23,13:24:00.451Z,37.692356,-0.80629605,0.005929112,--,--,--,--,--,--,--,--,--,--,--,--,19.605999,1073742400
2016-01-24,13:06:01.757Z,37.69345,-0.80984014,0.0026040787,0.071899995,1.4328,0.000909999,0.0018739998,0.0029879995,0.0064700022,0.0013939999,17.222763,17.222763,1.117,--,727.3999,22.57,1073744192
2016-01-25,12:48:01.279Z,37.695087,-0.8097835,0.0015458561,--,--,--,--,--,--,--,--,--,--,--,--,19.805996,1073742400
2016-01-26,12:30:00.798Z,37.69689,-0.81338656,0.0024927931,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177601
2016-01-27,12:12:00.316Z,37.69174,-0.8090287,0.0044920174,--,--,--,--,--,--,--,--,--,--,--,--,21.536,1610613312
2016-01-28,11:54:01.614Z,37.6967,-0.8092593,0.0022197359,--,--,--,--,--,--,--,--,--,--,--,--,21.772,1610613344
2016-01-29,13:12:00.630Z,37.697144,-0.80644125,0.0050034393,--,--,--,--,--,--,--,--,--,--,--,--,17.064,1073742400
2016-01-30,12:54:00.150Z,37.696953,-0.8156673,0.0046318835,0.17019999,0.96090007,0.00015399978,0.001472,0.00268,0.0059100017,0.0010460019,18.366943,18.366943,1.1944,--,848.3999,24.351997,1073742144
2016-01-31,12:36:01.453Z,37.694366,-0.8164834,0.005420329,--,--,--,--,--,--,--,--,--,--,--,--,22.175999,1073742400
2016-02-01,12:18:00.977Z,37.696888,-0.809204,0.0023603826,0.0558,0.8536,0.000252001,0.0010100007,0.0021240003,0.004966002,0.00077399984,22.679214,22.679214,1.4942,--,--,25.033997,1610613056
2016-02-02,12:00:00.503Z,37.69945,-0.8130355,0.004204208,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177633
2016-02-03,13:18:01.309Z,37.698456,-0.8151451,0.0048195594,--,--,--,--,--,--,--,--,--,--,--,--,22.334,1073742400
2016-02-04,13:00:00.839Z,37.698914,-0.8102482,0.0033958324,--,--,--,--,--,--,--,--,--,--,--,--,6.7059975,1073742400
2016-02-05,12:42:00.367Z,37.693237,-0.8063284,0.0054581235,--,--,--,--,--,--,--,--,--,--,--,--,25.413998,1073742400
2016-02-06,12:24:01.669Z,37.70197,-0.8079346,0.007113443,--,--,--,--,--,--,--,--,--,--,--,--,20.814,1073742400
2016-02-07,12:06:01.192Z,37.697502,-0.8110944,0.0018467456,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177633
2016-02-08,13:24:00.208Z,37.694607,-0.80840313,0.003006798,--,--,--,--,--,--,--,--,--,--,--,--,27.092,1073742400
2016-02-09,13:06:01.507Z,37.698444,-0.80896235,0.003584661,--,--,--,--,--,--,--,--,--,--,--,--,26.306,1073742400
2016-02-10,12:48:01.027Z,37.69813,-0.8096587,0.002923476,--,--,--,--,--,--,--,--,--,--,--,--,23.065998,1074790976
2016-02-11,12:30:00.547Z,37.694965,-0.8089751,0.0023493988,0.1222,0.36080003,0.0017400011,0.0019920021,0.002282001,0.004222002,0.00076600164,9.98496,9.98496,0.6486,--,434.3999,28.098,1610613056
2016-02-12,12:12:00.066Z,37.69676,-0.81352985,0.0025581964,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177601
2016-02-13,11:54:01.363Z,37.6964,-0.81008327,0.0013560458,--,--,--,--,--,--,--,--,--,--,--,--,9.325996,1073742432
2016-02-14,13:12:00.375Z,37.692554,-0.8092193,0.0036936607,0.0714,0.8356,-0.00018399954,0.00094199926,0.0025020018,0.0060220025,0.0015760027,25.23265,25.23265,1.6775999,--,--,29.061996,1073744192
2016-02-15,12:54:01.669Z,37.696316,-0.8110357,0.0006814072,--,--,--,--,--,--,--,--,--,--,--,--,20.385998,1074790976
2016-02-16,12:36:01.178Z,37.691154,-0.81296104,0.0048300265,0.046699997,1.0244,0.0008120015,0.0014539994,0.002592001,0.005674001,0.0013759993,17.91357,17.91357,1.1636,--,823.1997,29.598,1610615104
2016-02-17,12:18:00.681Z,37.694508,-0.8080601,0.0033629455,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177601
2016-02-18,12:00:00.185Z,37.69284,-0.8108293,0.0028459504,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177633
2016-02-19,13:18:00.966Z,37.698204,-0.8131166,0.0031737576,--,--,--,--,--,--,--,--,--,--,--,--,5.6499977,1073742400
2016-02-20,13:00:00.477Z,37.69363,-0.8151491,0.004422663,--,--,--,--,--,--,--,--,--,--,--,--,28.098,1074790976
2016-02-21,12:42:01.767Z,37.692482,-0.8126725,0.0034940518,--,--,--,--,--,--,--,--,--,--,--,--,15.099998,1073742400
2016-02-22,12:24:01.277Z,37.693615,-0.8101945,0.0022872468,--,--,--,--,--,--,--,--,--,--,--,--,29.958,1073742400
2016-02-23,12:06:00.788Z,37.70027,-0.81122386,0.004611971,--,--,--,--,--,--,--,--,--,--,--,--,31.376,1610613344
2016-02-24,13:24:01.572Z,37.693016,-0.8085903,0.0037284924,--,--,--,--,--,--,--,--,--,--,--,--,30.599998,1073742400
2016-02-25,13:06:01.085Z,37.694958,-0.81507224,0.003916082,0.0556,1.2639,0.0009739995,0.0021800026,0.0038300008,0.007162001,0.0016419999,10.365024,10.365024,0.67219996,--,692.0,33.095997,1073744192
2016-02-26,12:48:00.598Z,37.69601,-0.81517124,0.0039672223,--,--,--,--,--,--,--,--,--,--,--,--,33.607998,1073742400
2016-02-27,12:30:00.105Z,37.693756,-0.8153189,0.00451971,--,--,--,--,--,--,--,--,--,--,--,--,3.4839973,1073742400
2016-02-28,12:12:01.389Z,37.69456,-0.81171846,0.001206601,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177601
2016-02-29,11:54:00.895Z,37.694344,-0.8085285,0.002995665,--,--,--,--,--,--,--,--,--,--,--,--,34.194,1610613344
2016-03-01,13:12:01.671Z,37.697212,-0.8081341,0.0034540966,0.0629,1.3061,-0.0016359985,-0.00019000098,0.0016099997,0.0054320022,0.0007340014,93.557785,93.557785,--,--,--,34.885998,1073742148
2016-03-02,12:54:01.175Z,37.693462,-0.81010944,0.0024617838,0.2662,0.22480011,-0.0022180006,-0.00054999813,0.0014219992,0.005416002,0.00057800114,--,--,--,--,--,35.512,1081606468
2016-03-03,12:36:00.676Z,37.693874,-0.8150067,0.0041868063,0.070099995,0.8758,0.0008420013,0.0018099993,0.003246002,0.006546002,0.0011759996,13.418756,13.418756,0.8662,--,763.1997,35.836,1073742144
2016-03-04,12:18:00.177Z,37.699017,-0.8092958,0.0038691096,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177601
2016-03-05,12:00:01.452Z,37.697792,-0.80735797,0.0044112583,--,--,--,--,--,--,--,--,--,--,--,--,36.638,1610613344
2016-03-06,13:18:00.442Z,37.69601,-0.813042,0.0018558968,0.0648,1.4304,-0.00031399727,0.0009579994,0.002410002,0.0063240007,0.0011080019,34.912228,34.912228,2.4099998,--,--,36.732,1073742144
2016-03-07,13:00:01.722Z,37.69741,-0.8127061,0.00229687,--,--,--,--,--,--,--,--,--,--,--,--,8.661999,1073742400
2016-03-08,12:42:01.217Z,37.692623,-0.8119691,0.003127638,0.0581,1.1365,0.0015779994,0.0022800006,0.0031940006,0.006244,0.0011299998,12.040654,12.040654,0.77779996,--,572.1997,37.466,1074790720
2016-03-09,12:24:00.708Z,37.689648,-0.81445026,0.006825032,--,--,--,--,--,--,--,--,--,--,--,--,31.247997,1073742400
2016-03-10,12:06:00.205Z,37.69754,-0.807371,0.0042834785,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177633
2016-03-11,13:24:00.975Z,37.6924,-0.81407946,0.0043349643,0.0635,1.5895,-0.0016460009,-0.0003199987,0.0011780001,0.005012002,0.00048800185,--,--,--,--,--,38.631996,1080557892
2016-03-12,13:06:00.470Z,37.693913,-0.8089481,0.002865669,0.061699998,1.5557001,0.0011119992,0.0018300004,0.0029840022,0.006516002,0.0010679998,17.73975,17.73975,1.1517999,--,751.1997,39.185997,1073742144
2016-03-13,12:48:01.745Z,37.696625,-0.8093259,0.002125453,0.1152,1.3608,0.0014960021,0.0019580014,0.002886001,0.0063860007,0.0010180026,18.616562,18.616562,1.2113999,--,685.3999,39.853996,1073742144
2016-03-14,12:30:01.240Z,37.695293,-0.81153435,0.00048289952,--,--,--,--,--,--,--,--,--,--,--,--,33.278,1073742400
2016-03-15,12:12:00.732Z,37.697353,-0.8151432,0.0042736134,--,--,--,--,--,--,--,--,--,--,--,--,28.682,1073742400
2016-03-16,11:54:00.204Z,37.692596,-0.8152151,0.005034633,--,--,--,--,--,--,--,--,--,--,--,--,38.92,1610613344
2016-03-17,13:12:00.968Z,37.697994,-0.81513596,0.0045594284,0.0853,1.495,0.0012400001,0.0019420013,0.0029739998,0.0066899993,0.0010780022,19.731737,19.731737,1.2878,--,726.0,41.174,1073742144
2016-03-18,12:54:00.460Z,37.69276,-0.8134374,0.003650199,--,--,--,--,--,--,--,--,--,--,--,--,30.5,1073742400
2016-03-19,12:36:01.731Z,37.69891,-0.8101809,0.0034120565,--,--,--,--,--,--,--,--,--,--,--,--,40.308,1073742400
2016-03-20,12:18:01.224Z,37.690285,-0.8109245,0.0053830035,0.0846,1.0378001,0.0018820018,0.002154,0.0027360022,0.0059520006,0.00093400106,17.492067,17.492067,1.135,--,577.0,42.442,1610613056
2016-03-21,13:36:00.211Z,37.69813,-0.8117277,0.0025236092,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177601
2016-03-22,13:18:01.479Z,37.697872,-0.8105329,0.002316624,--,--,--,--,--,--,--,--,--,--,--,--,23.061996,1073742400
2016-03-23,13:00:00.970Z,37.695786,-0.8143676,0.0031505353,0.1301,1.2926,0.0012040026,0.0015980005,0.002278,0.0051719993,0.0009200014,20.410759,20.410759,1.3349999,--,676.6001,43.283997,1074790720
2016-03-24,12:42:00.459Z,37.69341,-0.8122228,0.0024641315,0.1443,1.0644001,-0.00022599846,0.00072000176,0.0019780025,0.0057180002,0.00087400153,50.764164,50.764164,3.7273998,--,--,43.76,1073742144
2016-03-25,12:24:01.729Z,37.7015,-0.80821633,0.0065672346,--,--,--,--,--,--,--,--,--,--,--,--,44.392,1610613312
2016-03-26,12:06:01.219Z,37.696804,-0.80902314,0.0024766878,--,--,--,--,--,--,--,--,--,--,--,--,42.456,1610613344
2016-03-27,13:24:00.201Z,37.696724,-0.81133854,0.0010709293,0.1827,1.0754,0.00025600195,0.0009279996,0.001960002,0.0060440004,0.00032800063,65.291336,65.291336,5.0526,--,--,44.998,1073742144
2016-03-28,13:06:01.469Z,37.69294,-0.8137584,0.0037206518,--,--,--,--,--,--,--,--,--,--,--,--,43.37,1073742400
2016-03-29,12:48:00.961Z,37.69518,-0.8148236,0.0036359641,0.1599,0.487,-0.00024199858,0.00085400045,0.0022640005,0.0063160025,0.0012059994,44.073418,44.073418,3.1541998,--,--,45.694,1074792768
2016-03-30,12:30:00.448Z,37.695824,-0.8080524,0.0031713974,--,--,--,--,--,--,--,--,--,--,--,--,45.15,1073742400
2016-03-31,12:12:01.714Z,37.693626,-0.8120613,0.0022005818,--,--,--,--,--,--,--,--,--,--,--,--,44.704,1073742400
2016-04-01,11:54:01.202Z,37.70117,-0.8137742,0.006075444,0.0892,0.4639001,-0.00042599812,0.0003379993,0.0009660013,0.0036079995,4.2002648e-05,--,--,--,--,--,46.678,1612710244
2016-04-02,13:12:00.184Z,37.694435,-0.8107299,0.0013187885,0.043399997,1.6876,0.0009480007,0.0017479993,0.0028840005,0.0070600025,0.0016539991,26.930738,26.930738,1.8018,--,856.7998,46.994,1073744192
2016-04-03,12:54:01.454Z,37.69878,-0.81108445,0.0031233465,--,--,--,--,--,--,--,--,--,--,--,--,43.706,1074790976
2016-04-04,12:36:00.942Z,37.695976,-0.8078091,0.003425124,--,--,--,--,--,--,--,--,--,--,--,--,32.322,1074790976
2016-04-05,12:18:00.427Z,37.69804,-0.8106705,0.002442878,--,--,--,--,--,--,--,--,--,--,--,--,45.85,1073742400
2016-04-06,13:36:01.178Z,37.69926,-0.81140083,0.003605633,--,--,--,--,--,--,--,--,--,--,--,--,45.778,1073742400
2016-04-07,13:18:00.662Z,37.69343,-0.80822057,0.0037359155,--,--,--,--,--,--,--,--,--,--,--,--,48.752,1073742400
2016-04-08,13:00:00.155Z,37.695786,-0.8115506,0.0003541713,--,--,--,--,--,--,--,--,--,--,--,--,47.752,1074790976
2016-04-09,12:42:01.425Z,37.69569,-0.8091355,0.0020842997,0.1656,0.6693001,-0.00039399788,0.00053200126,0.0020200014,0.0061560012,0.0015299991,62.44923,62.44923,4.785,--,--,49.526,1074792768
2016-04-10,12:24:00.913Z,37.693726,-0.8071131,0.004539117,0.108399995,0.7478,0.001728002,0.00189,0.0027320012,0.0063080005,0.0015720017,21.662163,21.662163,1.4224,--,701.6001,49.826,1074792768
