date,time,lat,lon,dist,aot_869,angstrom,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,chl_ocx,Kd_490,pic,poc,ipar,nflh,par,l2_flags
2021-09-17,12:50:01.886Z,37.761265,-0.79857516,0.008452567,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46.36,1073742656
2021-09-18,13:35:01.318Z,37.75684,-0.8100384,0.0057027685,0.0975,0.9454,0.0004740022,0.00089799985,0.0013720021,0.0020279996,0.003382001,0.0041000023,0.0042439997,0.0021720007,0.0016500019,0.0021059997,17.32361,17.32361,1.2096,--,955.1997,0.0015491,0.84546006,45.87,1082132800
2021-09-19,12:40:00.718Z,37.765686,-0.80291486,0.0057364833,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45.435997,1611662144
2021-09-20,13:20:01.773Z,37.764866,-0.80678433,0.003197613,0.2021,0.2335,0.0036379993,0.0036260001,0.004094001,0.004411999,0.0055139996,0.0061260015,0.005934,0.0030460022,0.0025600009,0.0030620024,4.6733136,4.6733136,0.3148,0.0029979981,348.0,0.0015614,0.811545,45.112,13109568
2021-09-21,12:25:01.175Z,37.761295,-0.8246459,0.01763232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742098
2021-09-22,13:10:00.607Z,37.765247,-0.80684966,0.003574508,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26.075996,1074790992
2021-09-23,13:50:01.659Z,37.76397,-0.8103391,0.0040358305,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41.225998,1073742416
2021-09-24,12:55:01.056Z,37.76001,-0.80733705,0.0016973381,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43.332,1074791232
2021-09-25,13:40:01.964Z,37.767296,-0.8028557,0.0069925725,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41.516,1073742416
2021-09-26,12:45:01.363Z,37.76772,-0.8079911,0.006120383,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38.876,1073742416
2021-09-27,13:25:00.940Z,37.75734,-0.8028789,0.0059951367,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40.038,1073742416
2021-09-28,12:30:01.821Z,37.766956,-0.8030512,0.0066035413,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40.14,1073742656
2021-09-29,13:15:01.252Z,37.765217,-0.80541533,0.0038857956,0.1906,1.3784001,0.0005920008,0.00057800114,0.0013319999,0.0019359998,0.003998,0.0048440024,0.004950002,0.0016120002,0.0012120008,0.0015820004,38.851715,38.851715,3.4169998,--,--,0.0014109,0.661095,41.832,1082132800
2021-09-30,12:20:00.651Z,37.773273,-0.7981642,0.014589975,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38.078,1073742448
2021-10-01,13:00:01.706Z,37.766247,-0.8053467,0.004865908,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33.252,1073742416
2021-10-02,13:45:01.139Z,37.762554,-0.8055341,0.0017235851,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39.966,1073742656
2021-10-03,12:50:00.541Z,37.75938,-0.81193155,0.005423998,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40.334,1074791232
2021-10-04,13:35:01.452Z,37.759712,-0.815403,0.008612364,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34.573997,1073742416
2021-10-05,12:40:00.853Z,37.76287,-0.81118244,0.004332531,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39.456,1610613568
2021-10-06,13:20:01.901Z,37.76529,-0.8080615,0.0037602924,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38.236,1073742656
2021-10-07,12:25:01.304Z,37.757244,-0.7971687,0.01080054,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27.578,1073742416
2021-10-08,13:10:00.733Z,37.767143,-0.80356574,0.006465146,0.1586,1.0746,0.00070400164,0.00019000098,0.0005640015,0.0010740012,0.002216,0.0026540011,0.002758,0.0006779991,0.0005200021,0.0008620024,36.934433,36.934433,3.1859999,--,--,0.00138,0.556715,38.236,1082130752
2021-10-09,13:50:01.789Z,37.760674,-0.8042125,0.0029791845,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37.947998,1073742656
2021-10-10,12:55:01.192Z,37.763336,-0.80032986,0.006890611,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28.829998,1074790992
2021-10-11,13:40:00.629Z,37.76768,-0.8080389,0.0060905567,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33.151997,1073742416
2021-10-12,12:45:01.515Z,37.765736,-0.8056924,0.0042697317,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31.051998,1073742416
