date,time,lat,lon,dist,aot_862,angstrom,Rrs_410,Rrs_443,Rrs_486,Rrs_551,Rrs_671,chlor_a,chl_ocx,Kd_490,pic,poc,par,l2_flags
2016-01-01,12:00:00.747Z,37.736923,-0.7234764,0.00663728,--,--,--,--,--,--,--,--,--,--,--,--,17.245998,1610613280
2016-01-02,13:18:01.567Z,37.74292,-0.72474146,0.0034379205,--,--,--,--,--,--,--,--,--,--,--,--,18.904,1073742336
2016-01-03,13:00:01.108Z,37.741318,-0.7244978,0.0035227675,--,--,--,--,--,--,--,--,--,--,--,--,16.265999,1073742336
2016-01-04,12:42:00.646Z,37.74193,-0.7255717,0.0024208666,--,--,--,--,--,--,--,--,--,--,--,--,6.503998,1073742336
2016-01-05,12:24:00.186Z,37.738117,-0.7280343,0.0036738373,--,--,--,--,--,--,--,--,--,--,--,--,17.137997,1073742336
2016-01-06,12:06:01.506Z,37.736286,-0.7280848,0.0055054477,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177569
2016-01-07,13:24:00.544Z,37.741127,-0.7251461,0.0029190131,--,--,--,--,--,--,--,--,--,--,--,--,19.607998,1073742336
2016-01-08,13:06:00.086Z,37.74006,-0.72491294,0.0035297917,0.1004,0.13260007,2.6002526e-05,0.0013680011,0.0030080006,0.004395999,0.00015600026,4.7148566,4.7148566,0.3306,--,669.0,19.655998,1073742080
2016-01-09,12:48:01.404Z,37.73751,-0.73130435,0.005414144,0.1935,-0.15310001,9.400025e-05,0.001534,0.003200002,0.004276,-0.00031799823,3.6291723,3.6291723,0.267,--,576.7998,19.759998,1610612992
2016-01-10,12:30:00.939Z,37.743366,-0.7314379,0.0037920324,--,--,--,--,--,--,--,--,--,--,--,--,4.121998,1073742336
2016-01-11,12:12:00.477Z,37.7428,-0.72504854,0.003109052,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177537
2016-01-12,11:54:00.010Z,37.740185,-0.73312783,0.0053842627,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177569
2016-01-13,13:12:00.817Z,37.740803,-0.7291807,0.0015482572,--,--,--,--,--,--,--,--,--,--,--,--,20.393997,1073742336
2016-01-14,12:54:00.349Z,37.73933,-0.727526,0.0025035988,--,--,--,--,--,--,--,--,--,--,--,--,20.716,1073742336
2016-01-15,12:36:01.663Z,37.74065,-0.7307251,0.0029646433,--,--,--,--,--,--,--,--,--,--,--,--,2.225998,1073742336
2016-01-16,12:18:01.199Z,37.74347,-0.72730154,0.001813667,--,--,--,--,--,--,--,--,--,--,--,--,21.008,1610613248
2016-01-17,12:00:00.733Z,37.745193,-0.728379,0.0034250268,--,--,--,--,--,--,--,--,--,--,--,--,21.265999,1610613280
2016-01-18,13:18:01.537Z,37.744034,-0.72655904,0.0026598955,--,--,--,--,--,--,--,--,--,--,--,--,21.287998,1073742336
2016-01-19,13:00:01.067Z,37.742767,-0.72442883,0.0036913478,--,--,--,--,--,--,--,--,--,--,--,--,20.909996,1073742336
2016-01-20,12:42:00.598Z,37.740704,-0.72565454,0.0025748953,0.1277,0.61810005,0.0023140013,0.0027099997,0.003630001,0.0046299994,0.000438001,3.173227,3.173227,0.2402,0.0017239973,348.6001,21.739998,536871168
2016-01-21,12:24:00.127Z,37.737713,-0.7275005,0.004107026,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177537
2016-01-22,12:06:01.431Z,37.74538,-0.72947663,0.0038858075,--,--,--,--,--,--,--,--,--,--,--,--,17.446,1073742368
2016-01-23,13:24:00.451Z,37.742092,-0.72780865,0.00035102802,--,--,--,--,--,--,--,--,--,--,--,--,19.189999,1073742336
