date,time,lat,lon,dist,aot_869,angstrom,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,chl_ocx,Kd_490,pic,poc,ipar,nflh,par,l2_flags
2016-01-01,13:25:00.915Z,38.177307,2.203926,0.0037850048,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.751999,1073742352
2016-01-02,12:30:01.802Z,38.178997,2.2001781,0.0012169109,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.0879974,1073742352
2016-01-03,13:15:01.243Z,38.17672,2.1979177,0.0024901584,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14.483997,1073742352
2016-01-04,12:20:00.652Z,38.179585,2.2036984,0.0039623147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.895996,1073742352
2016-01-05,13:00:01.715Z,38.17869,2.2035887,0.0035374751,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.589996,1073742352
2016-01-06,13:45:01.155Z,38.18081,2.1800032,0.020393766,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15.395996,1073742384
2016-01-07,12:50:00.564Z,38.179695,2.1998112,0.001948437,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.889999,1074790928
2016-01-08,13:35:01.481Z,38.174896,2.2136674,0.01380131,0.0629,-0.005199909,0.0009480007,0.0012640022,0.0012679994,0.0016160011,0.0011100024,0.0009119995,0.00080800056,8.999929e-05,0.00016000122,0.00028200075,0.4652584,0.4652584,0.0676,--,132.0,0.0008971,0.20676994,20.943996,1073741824
2016-01-09,12:40:00.890Z,38.184032,2.201246,0.006344077,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19.499996,1073742592
2016-01-10,13:20:01.953Z,38.17682,2.1949182,0.005339842,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19.599998,1073742592
2016-01-11,12:25:01.361Z,38.177135,2.206006,0.005870799,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20.935997,1610613248
2016-01-12,13:10:00.800Z,38.180458,2.2000358,0.0026813154,0.050499998,0.18420005,0.0030880012,0.0029240027,0.0031739995,0.0029180013,0.0022060014,0.0018200018,0.0014360026,0.00033600256,0.00033400208,0.00039999932,0.5650182,0.5650182,0.0758,1.1995435e-05,113.19971,0.0009848,0.1522851,21.497997,0
