date,time,lat,lon,dist,aot_869,angstrom,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,chl_ocx,Kd_490,pic,poc,ipar,nflh,par,l2_flags
2016-01-01,10:10:00.760Z,37.667492,-0.8211618,0.0117791,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742386
2016-01-02,10:55:01.951Z,37.66715,-0.80819064,0.0014502837,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.697998,1073742416
2016-01-03,11:35:01.805Z,37.673317,-0.8189663,0.0117775025,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.385998,1073742416
2016-01-04,10:40:01.368Z,37.668133,-0.8042039,0.005508734,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.7539978,1073742416
2016-01-05,11:25:01.081Z,37.666237,-0.8177457,0.008313962,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742594
2016-01-06,10:30:00.643Z,37.6589,-0.80530465,0.008561048,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742354
2016-01-07,11:10:01.972Z,37.662933,-0.81263644,0.00472057,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742354
2016-01-08,10:15:01.535Z,37.669292,-0.81135374,0.0034711598,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21.859997,1073742656
2016-01-09,11:00:01.248Z,37.66996,-0.81061894,0.003751389,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.2999954,1073742416
2016-01-10,10:05:00.812Z,37.65978,-0.82713276,0.018897738,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742386
2016-01-11,10:45:00.664Z,37.6699,-0.8077758,0.0038709175,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.321999,1073742656
2016-01-12,11:30:01.852Z,37.662308,-0.8179184,0.009420753,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742098
2016-01-13,10:35:01.413Z,37.661224,-0.80908895,0.005187988,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742082
2016-01-14,11:20:01.130Z,37.670147,-0.803074,0.007380647,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.806,1610613568
2016-01-15,10:25:00.693Z,37.66398,-0.8144421,0.0055637527,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742354
2016-01-16,11:05:00.545Z,37.668396,-0.8094754,0.0019955304,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23.202,1610613568
2016-01-17,10:10:01.585Z,37.670666,-0.8066994,0.0050658905,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23.371998,1073742688
2016-01-18,10:55:01.296Z,37.663616,-0.8054067,0.0048957774,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23.513996,1073742656
2016-01-19,11:35:01.148Z,37.66324,-0.8172325,0.008415901,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1073742354
2016-01-20,10:40:00.710Z,37.671597,-0.8074273,0.005569443,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20.127998,1073742416
