date,time,lat,lon,dist,aot_868,angstrom,Rrs_411,Rrs_445,Rrs_489,Rrs_556,Rrs_667,chlor_a,chl_ocx,Kd_490,pic,poc,par,l2_flags
2017-12-01,13:06:00.193Z,37.694828,-0.81253314,0.0015546781,--,--,--,--,--,--,--,--,--,--,--,--,--,1073741889
2017-12-02,12:42:01.331Z,37.695747,-0.81157786,0.00036886995,--,--,--,--,--,--,--,--,--,--,--,--,21.119999,1611661377
2017-12-03,14:00:01.531Z,37.699673,-0.8138347,0.0047899573,--,--,--,--,--,--,--,--,--,--,--,--,20.078,1610612833
2017-12-04,12:00:00.927Z,37.696342,-0.8095942,0.0017629663,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177377
2017-12-05,13:18:01.125Z,37.69571,-0.8117665,0.00054917583,--,--,--,--,--,--,--,--,--,--,--,--,--,1073741889
2017-12-06,13:00:01.367Z,37.695084,-0.8125356,0.0014365525,--,--,--,--,--,--,--,--,--,--,--,--,--,1610612801
2017-12-07,12:36:00.720Z,37.694675,-0.81328356,0.0022866323,--,--,--,--,--,--,--,--,--,--,--,--,--,1610612801
2017-12-08,13:54:00.919Z,37.70184,-0.80826104,0.006851495,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177377
2017-12-09,11:54:00.314Z,37.689156,-0.81142026,0.0065071546,--,--,--,--,--,--,--,--,--,--,--,--,--,1342177377
2017-12-10,13:12:00.513Z,37.696465,-0.8078864,0.0034289595,--,--,--,--,--,--,--,--,--,--,--,--,--,1610612801
2017-12-11,12:54:00.757Z,37.692444,-0.81106603,0.0032194532,--,--,--,--,--,--,--,--,--,--,--,--,--,1610612801
2017-12-12,12:30:00.111Z,37.691273,-0.8133274,0.0048670038,--,--,--,--,--,--,--,--,--,--,--,--,--,1610612801
2017-12-16,12:48:00.190Z,37.69971,-0.8087141,0.0047633736,0.0338,0.19720006,0.000504002,0.0019320026,0.0036360025,0.0069580004,0.0024660006,11.191747,11.191747,0.724,--,764.0,20.283997,1610615104
2017-12-17,12:30:00.448Z,37.695606,-0.8146269,0.003407718,0.0392,0.53330004,0.00083599985,0.0022540018,0.0035240017,0.006650001,0.0023219995,10.68127,10.68127,0.692,--,621.7998,20.269997,1610615104
