date,time,lat,lon,dist,aot_869,angstrom,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,chl_ocx,Kd_490,pic,poc,ipar,nflh,par,l2_flags
2021-09-17,12:50:01.886Z,37.756245,-0.5911371,0.007648677,0.2074,0.4742,0.0025399998,0.0030440018,0.0030080006,0.0029920004,0.0014820024,0.0011360012,0.0009279996,-0.00014599785,-2.000481e-06,3.2000244e-05,0.22811528,0.22811528,0.042,--,66.6001,0.0016539,0.050369978,46.564,1073741888
2021-09-18,13:35:01.318Z,37.7575,-0.5755268,0.008088868,0.037699997,1.7143,0.0057900026,0.004891999,0.0045920014,0.004292,0.002324,0.0018719994,0.0015860014,0.0001519993,0.00015000254,0.00016400218,0.23691386,0.23691386,0.049999997,1.1995435e-05,68.6001,0.0015625,0.047310114,46.101997,0
2021-09-19,12:40:00.718Z,37.75986,-0.5838402,0.0037965325,0.1592,0.7248,0.0075240023,0.0062340014,0.0054860003,0.004870001,0.0022800006,0.0016940013,0.0014059991,-3.2000244e-05,7.800013e-05,8.600205e-05,0.15339127,0.13855049,0.0372,1.1995435e-05,47.600098,0.0016655,0.024019957,45.85,1048640
2021-09-20,13:20:01.773Z,37.757908,-0.58061177,0.0034094208,0.0973,1.4233,0.005752001,0.0047780015,0.0044,0.00426,0.0023160018,0.001852002,0.0014859997,5.0000846e-05,0.00011200085,0.00014000013,0.24192172,0.24192172,0.049799997,1.1995435e-05,69.6001,0.0015477,0.057935,45.367996,64
2021-09-21,12:25:01.175Z,37.75623,-0.57743543,0.0060565863,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44.882,1610613248
2021-09-22,13:10:00.607Z,37.750874,-0.58748186,0.0065610115,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24.471996,1074790992
2021-09-23,13:50:01.659Z,37.762993,-0.5732442,0.012359572,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41.928,1073742352
2021-09-24,12:55:01.056Z,37.757282,-0.5868412,0.0035599626,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43.944,1074790976
2021-09-25,13:40:01.964Z,37.755013,-0.59242076,0.008994211,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33.8,1073742416
2021-09-26,12:45:01.363Z,37.750835,-0.5914295,0.00951548,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43.246,1073742400
2021-09-27,13:25:00.940Z,37.750927,-0.58594126,0.005706827,0.1215,1.3437,0.009538002,0.007592,0.0064980015,0.00564,0.0022180006,0.0016500019,0.0012359992,-7.800013e-05,-9.799749e-05,-0.00010599941,0.11699088,0.09549968,0.029399998,1.1995435e-05,38.0,0.0014412,--,42.932,1073742144
2021-09-28,12:30:01.821Z,37.75151,-0.5962845,0.013586003,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41.314,1073742656
